Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Happy - From ""Despicable Me 2""","Pharrell Williams","G I R L","Bestest","Playlist","USQ4E1300686","60nZcImufyMA1MKQY3dcCH"
"Break My Heart Myself","Bebe Rexha","Anti Valentinstag 2024","Bestest","Playlist","USWB12100587","456vPethXTxuXT0azSvZvg"
"The Rhythm of the Night","Corona","The Rhythm of the Night","Bestest","Playlist","ITA199800041","0ofMkI3jzmGCElAOgOLeo3"
"Ciao Adios","Anne-Marie","Speak Your Mind (Deluxe)","Bestest","Playlist","GBAHS1700195","01BC4Xj5tfsfV8DLDrma7q"
"Here With Me","Marshmello","Here With Me","Bestest","Playlist","USUG11900610","5icOoE6VgqFKohjWWNp0Ac"
"Rewrite The Stars","James Arthur","The Greatest Showman: Reimagined (Deluxe)","Bestest","Playlist","USAT21811541","7FlHNJT4TC120CDvFOHzei"
"My Oh My (feat. DaBaby)","Camila Cabello","Romance","Bestest","Playlist","USSM11914257","3yOlyBJuViE2YSGn3nVE1K"
"Sleepwalker","Ava Max","Diamonds & Dancefloors","Bestest","Playlist","USAT22206819","1pFuoLQ9iRbPv7a0LQvhEJ"
"Impossible","James Arthur","James Arthur (Deluxe)","Bestest","Playlist","GBHMU1200338","5yVIlYEHZxQVLyInCdldoS"
"Never Seen the Rain","Tones And I","Welcome To The Madhouse (Deluxe)","Bestest","Playlist","AUBM01900174","5zLnA9bO6QXc4AAvCriJfO"
"I'm a Mess","Bebe Rexha","Expectations","Bestest","Playlist","USWB11800739","04ZTP5KsCypmtCmQg5tH9R"
"Sugar","Maroon 5","Summer Road Trip","Bestest","Playlist","USUM71410340","6nxxPrnnucNeba4SIytm2V"
"I Am Free","Tones And I","I Am Free","Bestest","Playlist","USAT22302355","7DEyedwkIyFO5lypt3fG8T"
"Me, Myself & I","G-Eazy","When It's Dark Out (Deluxe Edition)","Bestest","Playlist","USRC11502210","5TL04XPWpL2rTK7HLBWK6N"
"Who Did That to You - From ""Django Unchained""","Geronimo","Who Did That to You (Best Western Songs)","Bestest","Playlist","DEH981403060","61bl0rlKLKkJgm1omOJBJz"
"Scars To Your Beautiful","Alessia Cara","Know-It-All (Deluxe)","Bestest","Playlist","USUM71506811","42ydLwx4i5V49RXHOozJZq"
"The Code","Nemo","The Code","Bestest","Playlist","DEUM72401182","1EjIXKhNHI00ZLMRpS8iz8"
"Beautiful Life","Ace of Base","The Bridge","Bestest","Playlist","SEVJH0803501","74jTexO94dFGyXGyeu8krd"
"Party Rock Anthem","LMFAO","Sorry For Party Rocking","Bestest","Playlist","USUM71100061","7mitXLIMCflkhZiD34uEQI"
"Lush Life","Zara Larsson","So Good","Bestest","Playlist","SEWEE1500509","4Bd7WFT93cRqlfyGi6eK93"
"Unholy (feat. Kim Petras)","Sam Smith","Gloria","Bestest","Playlist","GBUM72205415","0NZPBYD5qbEWRs3PrGiRkT"
"My Heart Will Go On - Love Theme from ""Titanic""","Céline Dion","Let's Talk About Love","Bestest","Playlist","CAC229700120","33LC84JgLvK2KuW43MfaNq"
"Water Under the Bridge","Adele","25","Bestest","Playlist","GBBKS1500219","2DRMuw0U0QbkVQxWxdJV3M"
"Oops!...I Did It Again","Britney Spears","Oops!... I Did It Again","Bestest","Playlist","USJI10000100","6naxalmIoLFWR0siv8dnQQ"
"Yeah! (feat. Lil Jon & Ludacris)","USHER","Confessions (Expanded Edition)","Bestest","Playlist","USAR10301423","5rb9QrpfcKFHM1EUbSIurX"
"Happy Nation","Ace of Base","Happy Nation","Bestest","Playlist","SEVJH0803407","7yCF65vpc7sUwPjftI0iFb"
"Queen of Kings","Alessandra","Queen of Kings","Bestest","Playlist","NOW7B2301090","14LdhxElpZS0rKVV4nxtdA"
"Winterwood","Don McLean","American Pie","Bestest","Playlist","USEM38600156","2k6wHVi4WetZAHr6liaZbl"
"American Pie","Don McLean","American Pie","Bestest","Playlist","USEM38600088","1fDsrQ23eTAVFElUMaf38X"
"Where Have You Been","Rihanna","Talk That Talk","Bestest","Playlist","USUM71118074","3tyPOhuVnt5zd5kGfxbCyL"
"We Built This City","Starship","Knee Deep In The Hoopla","Bestest","Playlist","USRC18503424","6OnfBiiSc9RGKiBKKtZXgQ"
"I Will Survive","Gloria Gaynor","Love Tracks","Bestest","Playlist","USUR10200634","7rIovIsXE6kMn629b7kDig"
"We Are The Champions - Remastered 2011","Queen","News Of The World (2011 Remaster)","Bestest","Playlist","GBUM71029619","1lCRw5FEZ1gPDNPzy1K4zW"
"You Give Love A Bad Name","Bon Jovi","Slippery When Wet","Bestest","Playlist","USPR39402224","0rmGAIH9LNJewFw7nKzZnc"
"Hold the Line","TOTO","Toto","Bestest","Playlist","USSM17800444","4aVuWgvD0X63hcOCnZtNFA"
"Little Dark Age","MGMT","Little Dark Age","Bestest","Playlist","USSM11707035","2Y0iGXY6m6immVb2ktbseM"
"Lady - Hear Me Tonight","Modjo","Modjo (Remastered)","Bestest","Playlist","FR9W10100535","49X0LAl6faAusYq02PRAY6"
"Nothing's Gonna Stop Us Now","Starship","Greatest Hits (Ten Years And Change 1979-1991)","Bestest","Playlist","USRC18702968","6Yl4IHeVsFnWUtB87JEOMS"
"All That She Wants","Ace of Base","The Sign","Bestest","Playlist","SEVJH0803401","6kWJvPfC4DgUpRsXKNa9z9"
"Geronimo's Cadillac","Modern Talking","In The Middle Of Nowhere","Bestest","Playlist","DEC738600056","5burXYqqO8z0GEnltThZKw"
"I Was Made For Lovin' You","KISS","Dynasty","Bestest","Playlist","USPR39330175","07q0QVgO56EorrSGHC48y3"
"Tom's Diner","AnnenMayKantereit","Tom's Diner","Bestest","Playlist","DEUM71903009","0oA9wBGDY4uyILLg4GymWP"
"Homage","Mild High Club","Skiptracing","Bestest","Playlist","US2S71673002","7DcJ6fEBb7BaKuYKTwiDxK"
"fly me to the moon","Nursena Yener","fly me to the moon","Bestest","Playlist","QZNWW2492072","3LzdSqP30ogrGS6QIdRUAs"
"Solo (feat. Demi Lovato)","Clean Bandit","What Is Love? (Deluxe Edition)","Bestest","Playlist","GBAHS1800328","3NuK5xMlSlB6K2Qp16zf3h"
"Say My Name","David Guetta","7: Anniversary Edition","Bestest","Playlist","GB28K1800089","4wqIXeDppYSMXaWsnTzpzT"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","Late Night Feelings","Bestest","Playlist","GBARL1801571","02dRkCEc8Q5ch4TTcnLxOn"
"Situation - 2008 Remaster","Yazoo","In Your Room","Bestest","Playlist","GBAJH0800147","7Adxt6GqSVRjvWQ83SM49j"
"Breakeven","The Script","The Script","Bestest","Playlist","GBARL0800147","285hMzLhJwHVLe9QT9qilk"
"Video Killed The Radio Star","The Buggles","The Age Of Plastic","Bestest","Playlist","GBAAN7900013","7o7E1nrHWncYY7PY94gCiX"
"The Drum","Alan Walker","The Drum","Bestest","Playlist","NOG842205010","1zOOl8f7qkjj0AmvlCfLyQ"
"Smooth Operator - 2011 Remastered","Sade","The Ultimate Collection","Bestest","Playlist","GBARL1100319","28XDE6yXI6Bp4U3nLSGqzp"
"Dancin - Krono Remix","Aaron Smith","Ibiza 2019","Bestest","Playlist","GBWUL1901086","4IlqQhaxrGPxmg35YcXXuS"
"Making Love Out of Nothing at All","Air Supply","All Out Of Love","Bestest","Playlist","USAR18300001","01MXkFA8sL7at6txavDErt"
"Dancing Queen","ABBA","Arrival","Bestest","Playlist","SEAYD7601020","0GjEhVFGZW8afUYGChu3Rr"
"Eastside (with Halsey & Khalid)","benny blanco","Eastside (with Halsey & Khalid)","Bestest","Playlist","USUM71809132","0d2iYfpKoM0QCKvcLCkBao"
"Bloody Mary","Lady Gaga","Born This Way (International Special Edition Version)","Bestest","Playlist","USUM71106449","53jnnqFSRGMDB9ADrNriCA"
"Smooth (feat. Rob Thomas)","Santana","Supernatural (Remastered)","Bestest","Playlist","USAR19900033","0n2SEXB2qoRQg171q7XqeW"
"La lecon particuliere","Francis Lai","La Lecon Particuliere - Poetic Rizz","Bestest","Playlist","CH1956980330","1MDy1pR75sPtgFcUzP407o"
"Sharks","Imagine Dragons","Sharks","Bestest","Playlist","USUM72205464","0TyUOnU4H4GLqOcrH0auc8"
"Can't Take My Eyes Off of You - Black Box Mix","Gloria Gaynor","Gloria Gaynor '90 (All New Versions)","Bestest","Playlist","ITQ039000016","1ip1ULxxvAzaqH3VqKObdu"
"Back To Black","Amy Winehouse","Back To Black","Bestest","Playlist","GBUM70604698","30FURVTCpbKyykjSEQzGkH"
"Dirty Diana","Michael Jackson","Number Ones","Bestest","Playlist","USSM19909072","6JZYMxvcoeLD4IifJPvDux"
"Only Girl (In The World)","Rihanna","Loud","Bestest","Playlist","USUM71023200","0AH6WMe3OlAlUb5miXt2FQ"
"All Star","Smash Mouth","Astro Lounge","Bestest","Playlist","USIR19902220","3cfOd4CMv2snFaKAnMdnvK"
"Me and the Devil","Soap&Skin","Sugarbread","Bestest","Playlist","BEP011300085","0wrWxW18WK2MkrfDpRHkyh"
"You're Fucked","Ylvis","Stories From Norway: Northug","Bestest","Playlist","NOUM71800065","2dOwL7OS1lMfAL0il4y2Wx"
"Empire State Of Mind","JAY-Z","The Blueprint 3","Bestest","Playlist","USJZ10900031","2igwFfvr1OAGX9SKDCPBwO"
"West Coast","OneRepublic","West Coast","Bestest","Playlist","USUM72202540","0sBJA2OCEECMs0HsdIQhvR"
"I Lived","OneRepublic","Native","Bestest","Playlist","USUM71301307","3IQF4xCQUPicbA4hWfTxPo"
"Forever Young","Alphaville","Forever Young","Bestest","Playlist","DEA629260150","4S1VYqwfkLit9mKVY3MXoo"
"Send Me An Angel","Real Life","Heartland","Bestest","Playlist","USCRB1109415","3HCDGtLZabH3umLgwCBpDB"
"Send Me An Angel '89","Real Life","Send Me An Angel (Remixes)","Bestest","Playlist","USCRB0100920","2In9NTd9ViB00YylFoiOPP"
"Starships","Nicki Minaj","Pink Friday ... Roman Reloaded (Deluxe Edition)","Bestest","Playlist","USCM51200060","1UgW0l9aia2l4SjQSGwF2q"
"Feel This Moment (feat. Christina Aguilera)","Pitbull","Global Warming: Meltdown (Deluxe Version)","Bestest","Playlist","USRC11201328","0Hf4aIJpsN4Os2f0y0VqWl"
"Tattoo","Loreen","Tattoo","Bestest","Playlist","SEUM72201638","1DmW5Ep6ywYwxc2HMT5BG6"
"Dragostea din tei","O-Zone","DiscO-Zone","Bestest","Playlist","ROMSA0600487","52Zr0sinhWTCRrQhRRY4EP"
"The Show Must Go On - Remastered 2011","Queen","Innuendo (2011 Remaster)","Bestest","Playlist","GBUM71106221","5n6RDaGFSN88oRWuGtYAIN"
"Don't Stop Me Now - Remastered 2011","Queen","Jazz (2011 Remaster)","Bestest","Playlist","GBUM71029610","5T8EDUDqKcs6OSOwEsfqG7"
"My Heart Is Refusing Me","Loreen","Heal","Bestest","Playlist","SEPQA1201797","0sg9jTiFokw2U15qGK7wPK"
"Physical","Dua Lipa","Future Nostalgia","Bestest","Playlist","GBAHT1901298","3AzjcOeAmA57TIOr9zF1ZW"
"Music Sounds Better With You","Stardust","Music Sounds Better With You","Bestest","Playlist","FR11Q9800000","303ccTay2FiDTZ9fZ2AdBt"
"Ain't No Rest for the Wicked","Cage The Elephant","Cage The Elephant (Expanded Edition)","Bestest","Playlist","USJI10900260","3Pzh926pXggbMe2ZpXyMV7"
"Rather Be (feat. Jess Glynne)","Clean Bandit","New Eyes","Bestest","Playlist","GBAHS1300498","61dCUoMCg28qEBzrW6htYM"
"Lovers on the Sun (feat. Sam Martin)","David Guetta","Listen","Bestest","Playlist","GB28K1400016","2rgtCOVK2tpfao2VjURn84"
